7.412212914801694641e-01,nan,1.749752999999999892e+00,1.427021145750864140e+00,1.182543428788806583e+00,1.085911828487999831e+00,1.007728301542444527e+00,9.631146047243041020e-01,9.488877582564807511e-01,nan,2.203411676416100473e+00,1.803838092639939328e+00,1.603239458807999895e+00,1.474403295515833490e+00,1.378290662341729034e+00,1.342155452668974069e+00,1.297297769169833082e+00,nan,2.540609102592000124e+00,2.195829436793516276e+00,2.001543509530629983e+00,1.864449717026702702e+00,1.786349560206804687e+00,1.680115101727999605e+00,1.747349001690637671e+00,1.544114417742760370e+00,1.515425309722808755e+00,1.527017349800000146e+00,1.721929188857771909e+00,1.643222981241848624e+00,1.518082531491870446e+00,1.514732013961062496e+00,2.139445663820890964e+00,2.123011047904132198e+00,1.448282797619689033e+00,nan,2.777114637488512727e+00,2.292730999999999852e+00,2.217560439227675761e+00,1.970633741240000347e+00,1.978484659832313586e+00,2.123843670796349059e+00,3.401917492662955400e+00,1.661217569393938165e+00,1.658908255107543361e+00,1.642212079553046822e+00,2.730134724903547916e+00,1.838059928147586675e+00,2.560533399766428353e+00,1.717308815506638497e+00,2.981835131051900678e+00,2.463631385216781045e+00,1.634774678556857541e+00,nan,2.895231586643593591e+00,2.532893000000000061e+00,2.375929456869745771e+00,2.333721641941336244e+00,2.404692950858444256e+00,2.359701452928519405e+00,nan,2.328289845606950959e+00,2.349228210391335114e+00,2.148751490302119205e+00,2.185729184140881465e+00,2.242622632500028690e+00,2.199215717453347985e+00,2.148780091682134685e+00,2.190393398248820844e+00,2.190056839526372201e+00,2.103189546775930285e+00,2.018644517200243627e+00,1.931581354024525909e+00,3.358236039097470815e+00,1.786512897407999567e+00,1.684266924006315058e+00,1.663525923967254405e+00,1.630624875498358328e+00,2.948324309557059486e+00,1.670391809867448396e+00,2.951004466503344581e+00,2.539764997394242663e+00,3.532358526239999463e+00,nan,nan,nan,nan,nan,2.561880525000012288e+00,2.318073677664472143e+00,nan,2.323378098046375406e+00,2.154222259108919957e+00,2.166805142276430729e+00
nan,2.817012229266817602e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.749752999999999892e+00,nan,1.771619000000000055e+00,2.291440533545127334e+00,2.155875982307753347e+00,2.135310033904286975e+00,1.906535597467809984e+00,1.721350737635999995e+00,1.799244985757333160e+00,nan,2.804475042107999805e+00,2.474914033583777595e+00,2.431771344317196437e+00,2.466680386309020534e+00,2.435996552568003182e+00,2.345885563732174273e+00,2.312695634286510149e+00,nan,2.791318222973802943e+00,2.658700779693244698e+00,2.962619374806038319e+00,2.644377748592235289e+00,2.514519710821960352e+00,2.546412215199454820e+00,2.494449916526538136e+00,2.409360623806390933e+00,2.399337537391616149e+00,2.374778278628784989e+00,2.470571925000012659e+00,2.432396937705501472e+00,2.482356132052068620e+00,2.460910025444155824e+00,2.506547225684555347e+00,2.498827985778024896e+00,2.498352290018230892e+00,nan,2.902512138302214328e+00,2.791137807605085008e+00,2.914767930905927784e+00,2.815418887466482278e+00,2.731145838150000227e+00,2.764798920013645578e+00,nan,2.577294999999999892e+00,2.515725537390733013e+00,2.563156586169286655e+00,2.702375868557138627e+00,2.579907864407321672e+00,2.659856731608489788e+00,2.446019263010000167e+00,2.543386771544999370e+00,2.754167328141526205e+00,2.626631080471999891e+00,nan,3.060899567751833583e+00,2.942200507934218834e+00,2.809014876548467488e+00,2.780239295512055619e+00,2.736311587139208967e+00,2.918313353113918041e+00,nan,2.690536139384482883e+00,2.820951732145730251e+00,2.993750883339871383e+00,2.844007041379212453e+00,2.898197128226129848e+00,2.914849767719560614e+00,2.927346727088384171e+00,3.118337841918728870e+00,3.020368270059398341e+00,3.164091556265995031e+00,3.660424519839467816e+00,2.711758346009691678e+00,2.907277270223999288e+00,2.658613032802919829e+00,2.873434869770276734e+00,2.552025310507078260e+00,2.583530125610861816e+00,2.665397580000000488e+00,2.803432485225700876e+00,2.794704684376161374e+00,2.744525638802489009e+00,2.782608157702401996e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.836826499999999918e+00,3.017173387909133808e+00,nan
1.427021145750864140e+00,nan,2.291440533545127334e+00,1.981545630496609256e+00,1.928226935609656412e+00,1.668488978772004971e+00,1.602290964920062510e+00,1.495809030359503744e+00,1.519681583560049676e+00,nan,2.928399687683658215e+00,2.536536824112556321e+00,2.473653678346314333e+00,2.132367447188174836e+00,1.986267041841800030e+00,2.108902411674266286e+00,2.029873650229983895e+00,nan,2.907773128554015152e+00,2.781776202444263824e+00,2.619181798671094352e+00,2.441488225176000171e+00,2.516041962467129522e+00,2.526144587553105669e+00,2.430894687772322538e+00,2.419175100235954279e+00,2.227203698726716752e+00,2.240407364519927391e+00,2.314425074877942912e+00,nan,nan,2.296851891840000270e+00,2.072577463807644627e+00,2.237782140000015296e+00,2.193732985787752110e+00,nan,3.337939943976000023e+00,2.865633441368077072e+00,nan,2.636758930890821251e+00,2.551678274761727039e+00,2.526955486459815603e+00,nan,2.512377538698842283e+00,2.397061582637723287e+00,2.293991332797971960e+00,2.600648576279999347e+00,nan,nan,nan,2.408121107369975533e+00,2.452114869007405940e+00,2.427818719105562462e+00,nan,3.577486219591955230e+00,3.073992427590520826e+00,2.869620653824864753e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.700651267131241262e+00,nan,nan,nan,nan,2.609275602922448645e+00,2.535241095890144791e+00,2.523321158651419260e+00,2.540555582290795034e+00,nan,2.488981152116728879e+00,2.473299687427969573e+00,2.491301037080801528e+00,nan,nan,3.494606056607809208e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.182543428788806583e+00,nan,2.155875982307753347e+00,1.928226935609656412e+00,1.547690114749701529e+00,1.434445151665009854e+00,1.337779509930948629e+00,1.325243884390371329e+00,1.331790759864058593e+00,nan,2.643761431367095849e+00,2.366225451714524475e+00,2.142247096859991817e+00,2.815203491160496618e+00,1.766866275452752433e+00,1.785831818832871676e+00,1.725700145758537696e+00,nan,2.882390103496441647e+00,2.661091027332460168e+00,2.326984040000000142e+00,2.148766643412680644e+00,2.162747079427012498e+00,2.038986000793617137e+00,1.987485392775346860e+00,1.957902797472000245e+00,1.972981490617278677e+00,1.990093331888208583e+00,2.205696511261014070e+00,2.195794024545224765e+00,2.856624615437593384e+00,2.679217262871850469e+00,1.871706198216412265e+00,1.957299953201376397e+00,1.901528750190014883e+00,nan,3.157664385320659406e+00,2.753118114200741040e+00,2.620913558705519009e+00,2.326430558562040396e+00,2.309960961486909881e+00,2.213358625623882858e+00,2.175427475544306155e+00,2.057236006264463235e+00,2.025396263433673738e+00,2.112479797828868300e+00,2.680057185678285325e+00,2.179585023431753754e+00,3.084054255797341604e+00,2.667513457216275530e+00,3.022270450799025010e+00,nan,2.122744118673664637e+00,nan,3.206211336683174373e+00,3.077829536796754084e+00,2.649063209060988910e+00,2.693612285546065799e+00,2.730314133292311318e+00,2.699902439230776885e+00,nan,2.668190947514313294e+00,2.719663074183234830e+00,2.636764059546144789e+00,2.612851037927133468e+00,2.591470501613688970e+00,2.575049687116531150e+00,2.580438477695663924e+00,2.579510565891860008e+00,2.627304630071595426e+00,2.516364410209747327e+00,2.418900999999999968e+00,2.299282045299664290e+00,2.217133397551355856e+00,2.166242309700671775e+00,1.947872879695335513e+00,2.055142752398614991e+00,2.062813156346450238e+00,2.742025386766106188e+00,nan,3.008648368001351603e+00,3.177718904820879597e+00,3.006816326998310362e+00,nan,nan,nan,nan,nan,nan,2.742912172524170522e+00,nan,2.572420224389731835e+00,2.686308954204622346e+00,2.580543000000000031e+00
1.085911828487999831e+00,nan,2.135310033904286975e+00,1.668488978772004971e+00,1.434445151665009854e+00,1.217006440700874936e+00,1.158808485509999819e+00,1.142785355337959441e+00,1.323493189833018890e+00,nan,2.302730500000000013e+00,2.165922458507652415e+00,1.873932394949999747e+00,1.752933667023000242e+00,1.757877965234137196e+00,1.545654769499450465e+00,1.615903919167999803e+00,nan,2.877372461130357717e+00,2.236420104780902030e+00,2.173175210097360033e+00,2.067706766909483296e+00,1.965402710155067734e+00,1.822326198829049781e+00,1.896681000000000061e+00,1.568180806305805142e+00,1.731211061110145000e+00,1.797195173908146204e+00,1.804416739138408943e+00,1.942864476325531387e+00,2.346850637205529555e+00,3.209772506204984666e+00,1.935742271545637605e+00,1.709220764526679481e+00,1.794175223903999861e+00,nan,3.057690693529999670e+00,2.758269343621273517e+00,2.320523549176734868e+00,2.262943077269151448e+00,2.124292568280190086e+00,2.014397459734823315e+00,2.112623259089022820e+00,1.866476714934763192e+00,1.929054132652514575e+00,1.997057432165719515e+00,2.023296699055336045e+00,2.235362966941160767e+00,2.499722173550592785e+00,2.973339420833464253e+00,3.699650765381214956e+00,nan,2.022570440537211578e+00,nan,3.308670336177650828e+00,2.978604287742152135e+00,2.298159996394635751e+00,2.267942301467168242e+00,2.280526051764281359e+00,2.457107339492865972e+00,nan,2.501079999999999970e+00,2.628655463020457717e+00,2.294932793128598991e+00,2.415151487130954955e+00,2.393553334329590943e+00,2.371878118015697368e+00,2.356628091527305902e+00,2.232644020616523672e+00,2.478520838034012463e+00,2.208004027194500285e+00,2.264749956366135297e+00,2.174964330862141360e+00,2.004406808757980052e+00,1.903379846769387429e+00,1.906989142107239354e+00,1.912781909491612975e+00,1.860562876883097516e+00,1.913313582540000279e+00,2.021058775165538890e+00,2.205901184860158182e+00,2.827409953172871138e+00,3.537970710726110468e+00,nan,nan,nan,nan,nan,nan,2.437927933655933188e+00,2.363989639244456598e+00,2.214808830486000080e+00,2.437020087688726910e+00,2.287379835890000379e+00
1.007728301542444527e+00,nan,1.906535597467809984e+00,1.602290964920062510e+00,1.337779509930948629e+00,1.158808485509999819e+00,1.105534372826280753e+00,1.107662566694000095e+00,1.325906087816324685e+00,nan,2.316210592902684606e+00,2.057990608674000299e+00,1.801249851764602727e+00,1.666408594615310657e+00,1.542152636879523531e+00,1.453364597783575629e+00,1.567244424366504019e+00,nan,2.638194119426966466e+00,2.254158474591009487e+00,2.180272402579024327e+00,1.831928405465369281e+00,1.644279345729648512e+00,1.717691695910184002e+00,1.720164050016611101e+00,1.661007096791998983e+00,1.793364096479999503e+00,1.710183999999999926e+00,1.825622432512896243e+00,1.826879544019621271e+00,1.847539525364115143e+00,1.796280323316989502e+00,2.765322784193694705e+00,1.745172022895999930e+00,2.311922710786904922e+00,nan,2.956671537618279721e+00,2.500773228596057329e+00,2.233180408248965687e+00,1.992085523312371542e+00,1.940398765806435222e+00,1.665716563725014199e+00,2.117041534795845337e+00,1.785083345128283927e+00,1.696307147775999891e+00,1.825443858259430785e+00,1.807563500000000101e+00,2.194036176385593784e+00,2.164038426031573703e+00,2.099291973879535700e+00,2.156044223442725283e+00,1.977026370172842773e+00,1.941182275943909019e+00,nan,3.119077788330132162e+00,2.656179259870211862e+00,2.268767940621108536e+00,2.250902967936408317e+00,2.294385495021581622e+00,2.275843880177033540e+00,nan,2.203102409510295345e+00,2.349357310783999786e+00,2.187246894483326543e+00,2.153721132422302453e+00,2.396033169999999934e+00,2.381166620000000123e+00,2.365243185000000192e+00,2.350662059999999887e+00,2.391984250635732945e+00,2.280838685633795215e+00,1.975531797816703961e+00,1.913611220479036534e+00,1.815122837717017878e+00,1.690547373171999546e+00,1.686203682402598547e+00,1.724543241491999668e+00,1.749824818872000698e+00,1.928118302593670785e+00,2.078578434809840392e+00,2.282316938610985169e+00,2.267719735066459741e+00,2.878412603748000009e+00,nan,nan,nan,nan,nan,nan,2.310759547421265214e+00,2.472946390000000161e+00,2.234958517191225180e+00,2.262061810126314576e+00,2.474235995718652603e+00
9.631146047243041020e-01,nan,1.721350737635999995e+00,1.495809030359503744e+00,1.325243884390371329e+00,1.142785355337959441e+00,1.107662566694000095e+00,1.178807804575341844e+00,1.415078640607793758e+00,nan,2.111313651895684096e+00,1.808861494591999630e+00,1.680329976298229555e+00,1.554009327696140197e+00,1.444899827043818918e+00,1.398874546164090127e+00,1.404667041943548300e+00,nan,2.356344163895706334e+00,2.020165098080999755e+00,1.971163968829461766e+00,1.628087532361135015e+00,1.571247006463110996e+00,1.563825054747612464e+00,1.585645125732684901e+00,1.646717402555999854e+00,1.604574122167997219e+00,1.688970905596004712e+00,1.761170946014796179e+00,1.852863691407432345e+00,1.816590924526913842e+00,1.710058917994944583e+00,1.647801144174152910e+00,1.623587444172764904e+00,1.618332158394307996e+00,nan,2.647790559548643063e+00,2.202687000000000062e+00,2.165505323037658858e+00,1.833488642699999893e+00,1.744259396830999620e+00,1.657915863955322422e+00,1.696074946197604127e+00,1.688338914803545476e+00,1.794932874899998865e+00,1.871218994057417540e+00,1.961492240651081742e+00,2.047639999999999905e+00,2.048036115281635983e+00,1.943468078831999790e+00,1.912347849455001247e+00,1.810068174524030349e+00,1.742491613143805740e+00,1.860360684941266163e+00,2.295166000000000039e+00,2.303975999999999580e+00,2.269709831857110061e+00,2.086378688615014187e+00,2.223791596672098692e+00,2.074262139388241000e+00,2.286905489186270124e+00,2.225247664196800201e+00,2.219577017564553056e+00,2.146317226475999540e+00,2.127185315785555364e+00,2.158242374322808743e+00,2.171953619043894612e+00,2.156513207888807404e+00,2.140660155611931348e+00,2.028971257203826539e+00,2.138640693861333819e+00,1.999054139742926228e+00,1.791654907073999325e+00,1.744650295080000246e+00,1.674262070696314497e+00,1.722741229081438119e+00,1.808550280068000227e+00,1.888700824731120109e+00,1.963722172228158813e+00,1.982281967809529144e+00,2.024065026519998867e+00,2.033069786692916381e+00,2.027435271096820202e+00,nan,nan,nan,nan,nan,2.464169434957696581e+00,2.300057499999999866e+00,2.190213207243686178e+00,1.762728105724848282e+00,1.758219826171361522e+00,1.767968518856438465e+00
9.488877582564807511e-01,nan,1.799244985757333160e+00,1.519681583560049676e+00,1.331790759864058593e+00,1.323493189833018890e+00,1.325906087816324685e+00,1.415078640607793758e+00,1.387625495071449944e+00,nan,2.178860864079999793e+00,1.912335592643996662e+00,1.733642860177007972e+00,1.566883897970025918e+00,1.533736250954883751e+00,1.545240965426961433e+00,1.587128301769129335e+00,nan,2.450761986360791678e+00,2.208041886083653260e+00,2.011565585112988330e+00,1.836162686413860490e+00,1.732572318425475544e+00,1.707983144294762834e+00,1.812889005541234333e+00,1.789646721461527035e+00,1.778250556906523006e+00,1.779895095034891295e+00,1.754656750228942963e+00,1.924272870974393479e+00,1.865584180799999992e+00,1.699448819155735757e+00,1.685402480797588476e+00,1.709363131742457798e+00,1.728362319253121671e+00,1.914573224813413299e+00,2.600827197156000192e+00,2.381623504999999863e+00,2.156832615477223491e+00,1.471359664717049043e+00,1.906251725351999715e+00,1.832806953973094899e+00,1.847669404396772963e+00,1.836950655742607630e+00,1.842947372729765387e+00,1.851171071780704391e+00,1.923223711726884000e+00,2.161564036887921869e+00,2.082620450012794500e+00,1.898749736651724529e+00,1.846356342257577277e+00,1.861393704153232465e+00,1.817616045790547252e+00,2.016057199128694855e+00,2.791186132841223078e+00,2.572318222898914097e+00,2.393717145928000889e+00,2.277596756703278658e+00,2.548308717842870941e+00,2.523973634775171782e+00,nan,2.233835494605513894e+00,2.218557887745593593e+00,2.214237180034761554e+00,2.170809442601557837e+00,2.417581705915671009e+00,2.170599828795999997e+00,2.159110915799999475e+00,2.198807209185361433e+00,2.178889214999999879e+00,2.145481103077768292e+00,1.933921049442955287e+00,1.852028355440467511e+00,1.974759095640817641e+00,1.835416651437301594e+00,1.899971931616181386e+00,1.872885652860075911e+00,1.886505996064235191e+00,1.902159248897282939e+00,2.133551084205131509e+00,2.132147149491796956e+00,1.981039526763001213e+00,1.988476341876794118e+00,nan,nan,nan,nan,nan,nan,2.273557068201608633e+00,2.119506603985097826e+00,1.971118776991742649e+00,2.379863744445293694e+00,2.357623848738237271e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.966325502297936456e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.203411676416100473e+00,nan,2.804475042107999805e+00,2.928399687683658215e+00,2.643761431367095849e+00,2.302730500000000013e+00,2.316210592902684606e+00,2.111313651895684096e+00,2.178860864079999793e+00,nan,2.589385760658486468e+00,3.061228371893388811e+00,2.974999628800535589e+00,2.869153207861374177e+00,2.837056838798893033e+00,2.654366102876781319e+00,2.703469087324119169e+00,nan,2.999500200890675927e+00,3.258490189386359592e+00,3.244090589168597383e+00,2.962533940508910835e+00,3.029939204214259441e+00,2.919044826123030401e+00,2.907041960937394531e+00,2.929774094298258635e+00,2.860812265695341861e+00,2.772532854735574759e+00,2.664766013472842143e+00,2.794419039039833574e+00,2.990943169099290699e+00,2.920807144253208421e+00,2.902345756258289722e+00,2.801667280185960784e+00,2.855288086425296523e+00,nan,3.077963113769292658e+00,3.287211596287764159e+00,3.306840861393277820e+00,2.810855120454650358e+00,3.233875484509399545e+00,3.087162786563446559e+00,3.480955898084906686e+00,3.044841022413570020e+00,2.915277959438330679e+00,2.826570960000000188e+00,2.977845919437438482e+00,3.186876597775869957e+00,3.000889695037431970e+00,3.028743591285905978e+00,3.071893694824062937e+00,3.094368028561687467e+00,3.131795025758310480e+00,nan,3.207056499975514452e+00,3.372274539450068609e+00,3.275813033201431690e+00,4.255122768464108418e+00,3.247500655575072503e+00,3.225947818747616935e+00,nan,3.193601573409589722e+00,3.599190935683564518e+00,3.290381200510007709e+00,3.257709725821887670e+00,3.958049091712887435e+00,3.659116911468059286e+00,3.269159925889901785e+00,3.997923106392856862e+00,3.699867847646896024e+00,3.985832039965755413e+00,3.487120964273264789e+00,2.933593089824271249e+00,3.104784077179262081e+00,3.048906012168518753e+00,3.059509154871621561e+00,3.117307459039983186e+00,2.985869792763138797e+00,2.958599166089153076e+00,3.038867624562036074e+00,3.153725622140885143e+00,3.085602611814757257e+00,3.129258283214048308e+00,nan,nan,nan,nan,nan,nan,3.752941620557058933e+00,3.811505010095443957e+00,3.322143031985798967e+00,3.275369785532813438e+00,3.412901531233373476e+00
1.803838092639939328e+00,nan,2.474914033583777595e+00,2.536536824112556321e+00,2.366225451714524475e+00,2.165922458507652415e+00,2.057990608674000299e+00,1.808861494591999630e+00,1.912335592643996662e+00,nan,3.061228371893388811e+00,2.655356498390636588e+00,2.826134561785421440e+00,2.602711911623889929e+00,2.537245126978822096e+00,2.438747423663948144e+00,2.197628982851524526e+00,nan,3.330277000000000154e+00,2.987279703834260669e+00,3.114618137312044954e+00,2.920702174861230738e+00,3.054262495417295664e+00,2.803472416342326134e+00,2.751537922687540494e+00,2.719821770855426646e+00,2.660411687529421254e+00,2.561710877435786848e+00,2.619426689862945690e+00,2.729259638335999938e+00,2.717011152028382170e+00,2.565873209249013520e+00,2.613457746744361376e+00,2.563028667859714727e+00,2.616995309864857955e+00,nan,3.513407905476817916e+00,3.160705541557349285e+00,3.005996171556690300e+00,3.247446033862802839e+00,3.065395538611624726e+00,3.122334158817808181e+00,nan,2.599396216890330180e+00,2.667339685584059872e+00,2.665309184317854907e+00,2.727109666390177711e+00,3.036158149846956977e+00,2.872014072690910691e+00,2.771393875412695884e+00,2.824171039295678920e+00,2.801153935443076559e+00,2.861563960885145530e+00,nan,3.682605886690395014e+00,3.435022241568378210e+00,3.062845681292088784e+00,3.012907175427013140e+00,3.052078909899570647e+00,3.042250476350013333e+00,nan,3.091436161457445930e+00,3.174874968418603061e+00,3.015024624184127422e+00,3.034902308886990419e+00,3.149737440000010213e+00,3.267307500605727277e+00,3.240934172342468056e+00,3.212353157282980209e+00,3.231699696458567583e+00,3.217725918111309369e+00,nan,3.058724316151011813e+00,3.329858547036890659e+00,3.663340066466100886e+00,2.846792475390081290e+00,2.622881218739384401e+00,2.640484998982460585e+00,2.681897318099999872e+00,2.787938625778115576e+00,2.910364360620130153e+00,2.840222306414097453e+00,2.910767019541197875e+00,nan,nan,nan,nan,nan,nan,3.545893532245796287e+00,nan,3.551495259401718840e+00,nan,3.164482806190452191e+00
